locus_tag	ftype	length_bp	gene	EC_number	COG	product
MPKLEMIK_01021	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MPKLEMIK_01022	CDS	1059	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
MPKLEMIK_01023	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
MPKLEMIK_01024	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
MPKLEMIK_01025	CDS	1254	nupG			Nucleoside permease NupG
MPKLEMIK_01026	CDS	2139	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
MPKLEMIK_01027	CDS	714	ydfK_1		COG1811	putative membrane protein YdfK
MPKLEMIK_01028	tRNA	76				tRNA-Phe(gaa)
MPKLEMIK_01029	CDS	804	cysK_1	2.5.1.47		Cysteine synthase
MPKLEMIK_01030	CDS	567	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
MPKLEMIK_01031	CDS	1149	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
MPKLEMIK_01032	CDS	912	dmlR_3			HTH-type transcriptional regulator DmlR
MPKLEMIK_01033	CDS	603				hypothetical protein
MPKLEMIK_01034	CDS	345				hypothetical protein
MPKLEMIK_01035	CDS	189				hypothetical protein
MPKLEMIK_01036	CDS	90				hypothetical protein
MPKLEMIK_01037	CDS	1182	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
MPKLEMIK_01038	CDS	1866	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
MPKLEMIK_01039	CDS	561				hypothetical protein
MPKLEMIK_01040	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
MPKLEMIK_01041	CDS	288				hypothetical protein
MPKLEMIK_01042	CDS	888				hypothetical protein
MPKLEMIK_01043	CDS	495				hypothetical protein
MPKLEMIK_01044	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
MPKLEMIK_01045	CDS	732	exbB		COG0811	Biopolymer transport protein ExbB
MPKLEMIK_01046	CDS	1188	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
MPKLEMIK_01047	CDS	660	yghB		COG0586	Inner membrane protein YghB
MPKLEMIK_01048	CDS	900	rhaS_7			HTH-type transcriptional activator RhaS
MPKLEMIK_01049	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
MPKLEMIK_01050	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
MPKLEMIK_01051	CDS	528				hypothetical protein
MPKLEMIK_01052	CDS	2184				hypothetical protein
MPKLEMIK_01053	CDS	1413	ftsP		COG2132	Cell division protein FtsP
MPKLEMIK_01054	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MPKLEMIK_01055	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
MPKLEMIK_01056	CDS	870	rhaS_8			HTH-type transcriptional activator RhaS
MPKLEMIK_01057	CDS	396	ygiW_1		COG3111	Protein YgiW
MPKLEMIK_01058	CDS	660	qseB			Transcriptional regulatory protein QseB
MPKLEMIK_01059	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
MPKLEMIK_01060	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
MPKLEMIK_01061	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
MPKLEMIK_01062	CDS	1896	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
MPKLEMIK_01063	CDS	576				hypothetical protein
MPKLEMIK_01064	CDS	828	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MPKLEMIK_01065	CDS	423				hypothetical protein
MPKLEMIK_01066	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
MPKLEMIK_01067	CDS	1470	tolC			Outer membrane protein TolC
MPKLEMIK_01068	CDS	672				hypothetical protein
MPKLEMIK_01069	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
MPKLEMIK_01070	CDS	792	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
MPKLEMIK_01071	CDS	771	zupT		COG0428	Zinc transporter ZupT
MPKLEMIK_01072	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
MPKLEMIK_01073	CDS	273	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
MPKLEMIK_01074	CDS	198	glgS_1			Surface composition regulator
MPKLEMIK_01075	CDS	1434	hldE		COG2870	Bifunctional protein HldE
MPKLEMIK_01076	CDS	2838	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MPKLEMIK_01077	CDS	1299	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
MPKLEMIK_01078	CDS	621				hypothetical protein
MPKLEMIK_01079	CDS	1242	cca		COG0617	Multifunctional CCA protein
MPKLEMIK_01080	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MPKLEMIK_01081	CDS	384	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
MPKLEMIK_01082	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
MPKLEMIK_01083	CDS	825	ureD			Urease accessory protein UreD
MPKLEMIK_01084	CDS	303	ureA	3.5.1.5		Urease subunit gamma
MPKLEMIK_01085	CDS	321	ureB	3.5.1.5		Urease subunit beta
MPKLEMIK_01086	CDS	1704	ureC	3.5.1.5		Urease subunit alpha
MPKLEMIK_01087	CDS	477	ureE			Urease accessory protein UreE
MPKLEMIK_01088	CDS	711	ureF			Urease accessory protein UreF
MPKLEMIK_01089	CDS	618	ureG			Urease accessory protein UreG
MPKLEMIK_01090	CDS	1608				hypothetical protein
MPKLEMIK_01091	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MPKLEMIK_01092	CDS	216	rpsU		COG0828	30S ribosomal protein S21
MPKLEMIK_01093	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
MPKLEMIK_01094	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
MPKLEMIK_01095	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
MPKLEMIK_01096	tRNA	76				tRNA-Met(cat)
MPKLEMIK_01097	CDS	219				hypothetical protein
MPKLEMIK_01098	CDS	408				hypothetical protein
MPKLEMIK_01099	CDS	1161				hypothetical protein
MPKLEMIK_01100	CDS	480				hypothetical protein
MPKLEMIK_01101	CDS	2439				hypothetical protein
MPKLEMIK_01102	CDS	276				hypothetical protein
MPKLEMIK_01103	CDS	516				hypothetical protein
MPKLEMIK_01104	CDS	1182	gpFI_1			Putative prophage major tail sheath protein
MPKLEMIK_01105	CDS	732				hypothetical protein
MPKLEMIK_01106	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
MPKLEMIK_01107	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
MPKLEMIK_01108	CDS	1113	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
MPKLEMIK_01109	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
MPKLEMIK_01110	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
MPKLEMIK_01111	CDS	1098	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
MPKLEMIK_01112	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
MPKLEMIK_01113	CDS	1194	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
MPKLEMIK_01114	CDS	360				hypothetical protein
MPKLEMIK_01115	CDS	324				hypothetical protein
MPKLEMIK_01116	CDS	453				hypothetical protein
MPKLEMIK_01117	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
MPKLEMIK_01118	CDS	1329	uhpC		COG2271	Membrane sensor protein UhpC
MPKLEMIK_01119	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
MPKLEMIK_01120	CDS	594	uhpA		COG2197	Transcriptional regulatory protein UhpA
MPKLEMIK_01121	CDS	288	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
MPKLEMIK_01122	CDS	1689	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
MPKLEMIK_01123	CDS	96				hypothetical protein
MPKLEMIK_01124	CDS	90				hypothetical protein
MPKLEMIK_01125	CDS	447				hypothetical protein
MPKLEMIK_01126	CDS	834				hypothetical protein
MPKLEMIK_01127	CDS	1185	emrD			Multidrug resistance protein D
MPKLEMIK_01128	CDS	924	dsdC_1		COG0583	HTH-type transcriptional regulator DsdC
MPKLEMIK_01129	CDS	1338	dsdX			D-serine transporter DsdX
MPKLEMIK_01130	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
MPKLEMIK_01131	CDS	501				hypothetical protein
MPKLEMIK_01132	CDS	363	yidG			Inner membrane protein YidG
MPKLEMIK_01133	CDS	348	yidH		COG2149	Inner membrane protein YidH
MPKLEMIK_01134	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
MPKLEMIK_01135	CDS	1623	malP_2		COG1263	PTS system maltose-specific EIICB component
MPKLEMIK_01136	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
MPKLEMIK_01137	CDS	1662	aspT_1			Aspartate/alanine antiporter
MPKLEMIK_01138	CDS	171				hypothetical protein
MPKLEMIK_01139	CDS	396				hypothetical protein
MPKLEMIK_01140	CDS	429	ibpB_2		COG0071	Small heat shock protein IbpB
MPKLEMIK_01141	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
MPKLEMIK_01142	CDS	333				hypothetical protein
MPKLEMIK_01143	CDS	1227				hypothetical protein
MPKLEMIK_01144	CDS	1293	dgoT_1			D-galactonate transporter
MPKLEMIK_01145	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
MPKLEMIK_01146	CDS	618	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MPKLEMIK_01147	CDS	879	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MPKLEMIK_01148	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
MPKLEMIK_01149	CDS	1134				hypothetical protein
MPKLEMIK_01150	CDS	1062				hypothetical protein
MPKLEMIK_01151	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MPKLEMIK_01152	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
MPKLEMIK_01153	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
MPKLEMIK_01154	CDS	1101	dnaN		COG0592	Beta sliding clamp
MPKLEMIK_01155	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MPKLEMIK_01156	CDS	198				hypothetical protein
MPKLEMIK_01157	CDS	1647	yidC			Membrane protein insertase YidC
MPKLEMIK_01158	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MPKLEMIK_01159	CDS	420				hypothetical protein
MPKLEMIK_01160	CDS	1179	mdtL			Multidrug resistance protein MdtL
MPKLEMIK_01161	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
MPKLEMIK_01162	CDS	729				hypothetical protein
MPKLEMIK_01163	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
MPKLEMIK_01164	CDS	1338	adeP		COG2252	Adenine permease AdeP
MPKLEMIK_01165	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
MPKLEMIK_01166	CDS	720	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
MPKLEMIK_01167	CDS	1167	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
MPKLEMIK_01168	CDS	1635	bglH_1		COG4580	Cryptic outer membrane porin BglH
MPKLEMIK_01169	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
MPKLEMIK_01170	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
MPKLEMIK_01171	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
MPKLEMIK_01172	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
MPKLEMIK_01173	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
MPKLEMIK_01174	CDS	1830	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MPKLEMIK_01175	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
MPKLEMIK_01176	CDS	420	atpC		COG0355	ATP synthase epsilon chain
MPKLEMIK_01177	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MPKLEMIK_01178	CDS	864	atpG		COG0224	ATP synthase gamma chain
MPKLEMIK_01179	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
MPKLEMIK_01180	CDS	534	atpH		COG0712	ATP synthase subunit delta
MPKLEMIK_01181	CDS	471	atpF		COG0711	ATP synthase subunit b
MPKLEMIK_01182	CDS	240	atpE		COG0636	ATP synthase subunit c
MPKLEMIK_01183	CDS	816	atpB		COG0356	ATP synthase subunit a
MPKLEMIK_01184	CDS	381	atpI		COG3312	ATP synthase protein I
MPKLEMIK_01185	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
MPKLEMIK_01186	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MPKLEMIK_01187	CDS	441	mioC		COG0716	Protein MioC
MPKLEMIK_01188	CDS	459	asnC		COG1522	Regulatory protein AsnC
MPKLEMIK_01189	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
MPKLEMIK_01190	CDS	1449	viaA		COG2425	Protein ViaA
MPKLEMIK_01191	CDS	1500	ravA	3.6.3.-	COG0714	ATPase RavA
MPKLEMIK_01192	CDS	1869	kup			Low affinity potassium transport system protein kup
MPKLEMIK_01193	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
MPKLEMIK_01194	CDS	1506	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MPKLEMIK_01195	CDS	966	rbsC_2		COG1172	Ribose import permease protein RbsC
MPKLEMIK_01196	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
MPKLEMIK_01197	CDS	933	rbsK_3	2.7.1.15	COG0524	Ribokinase
MPKLEMIK_01198	CDS	984	rbsR_1		COG1609	Ribose operon repressor
MPKLEMIK_01199	CDS	1398	hsrA_2			putative transport protein HsrA
MPKLEMIK_01200	CDS	702	nanR			HTH-type transcriptional repressor NanR
MPKLEMIK_01201	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
MPKLEMIK_01202	CDS	1839	btuB		COG4206	Vitamin B12 transporter BtuB
MPKLEMIK_01203	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
MPKLEMIK_01204	CDS	360	yijD			Inner membrane protein YijD
MPKLEMIK_01205	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
MPKLEMIK_01206	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
MPKLEMIK_01207	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
MPKLEMIK_01208	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MPKLEMIK_01209	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MPKLEMIK_01210	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MPKLEMIK_01211	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
MPKLEMIK_01212	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MPKLEMIK_01213	CDS	651	zinT		COG3443	Metal-binding protein ZinT
MPKLEMIK_01214	CDS	987	rhaS_9			HTH-type transcriptional activator RhaS
MPKLEMIK_01215	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
MPKLEMIK_01216	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
MPKLEMIK_01217	CDS	882	yijE			putative cystine transporter YijE
MPKLEMIK_01218	CDS	888	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MPKLEMIK_01219	CDS	909	catM			HTH-type transcriptional regulator CatM
MPKLEMIK_01220	CDS	372				hypothetical protein
MPKLEMIK_01221	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MPKLEMIK_01222	CDS	1137				hypothetical protein
MPKLEMIK_01223	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
MPKLEMIK_01224	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MPKLEMIK_01225	CDS	318	metJ		COG3060	Met repressor
MPKLEMIK_01226	CDS	213	rpmE		COG0254	50S ribosomal protein L31
MPKLEMIK_01227	CDS	2196	priA	3.6.4.-	COG1198	Primosomal protein N'
MPKLEMIK_01228	CDS	1029	cytR_1		COG1609	HTH-type transcriptional repressor CytR
MPKLEMIK_01229	CDS	855	ftsN		COG3087	Cell division protein FtsN
MPKLEMIK_01230	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
MPKLEMIK_01231	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MPKLEMIK_01232	CDS	921	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
MPKLEMIK_01233	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
MPKLEMIK_01234	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
MPKLEMIK_01235	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
MPKLEMIK_01236	CDS	504	cpxP		COG3678	Periplasmic protein CpxP
MPKLEMIK_01237	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
MPKLEMIK_01238	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
MPKLEMIK_01239	CDS	675	yiiM		COG2258	Protein YiiM
MPKLEMIK_01240	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MPKLEMIK_01241	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
MPKLEMIK_01242	CDS	846	rhaR_1			HTH-type transcriptional activator RhaR
MPKLEMIK_01243	CDS	837	rhaS_10			HTH-type transcriptional activator RhaS
MPKLEMIK_01244	CDS	1467	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
MPKLEMIK_01245	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
MPKLEMIK_01246	CDS	831	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
MPKLEMIK_01247	CDS	987	lsrB_1			Autoinducer 2-binding protein LsrB
MPKLEMIK_01248	CDS	1512	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MPKLEMIK_01249	CDS	1008	rbsC_3		COG1172	Ribose import permease protein RbsC
MPKLEMIK_01250	CDS	1005	lsrD_1			Autoinducer 2 import system permease protein LsrD
MPKLEMIK_01251	CDS	1149	adhB	1.1.1.1		Alcohol dehydrogenase 2
MPKLEMIK_01252	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
MPKLEMIK_01253	CDS	1266	melY			Melibiose permease
MPKLEMIK_01254	CDS	2124	rafA	3.2.1.22		Alpha-galactosidase
MPKLEMIK_01255	CDS	996	rafR			HTH-type transcriptional regulator RafR
MPKLEMIK_01256	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
MPKLEMIK_01257	CDS	690				hypothetical protein
MPKLEMIK_01258	CDS	324				hypothetical protein
MPKLEMIK_01259	CDS	594				hypothetical protein
MPKLEMIK_01260	CDS	438	ulaC_3		COG1762	Ascorbate-specific PTS system EIIA component
MPKLEMIK_01261	CDS	270				hypothetical protein
MPKLEMIK_01262	CDS	843	fbaA_1	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
MPKLEMIK_01263	CDS	1368	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
MPKLEMIK_01264	CDS	315				hypothetical protein
MPKLEMIK_01265	CDS	981	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
MPKLEMIK_01266	CDS	213				hypothetical protein
MPKLEMIK_01267	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
MPKLEMIK_01268	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MPKLEMIK_01269	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MPKLEMIK_01270	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
MPKLEMIK_01271	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
MPKLEMIK_01272	CDS	930	fdhE		COG3058	Protein FdhE
MPKLEMIK_01273	CDS	384	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
MPKLEMIK_01274	CDS	249				hypothetical protein
MPKLEMIK_01275	CDS	918	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
MPKLEMIK_01276	CDS	942				hypothetical protein
MPKLEMIK_01277	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MPKLEMIK_01278	CDS	861				hypothetical protein
MPKLEMIK_01279	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
MPKLEMIK_01280	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
MPKLEMIK_01281	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
MPKLEMIK_01282	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
MPKLEMIK_01283	CDS	1410	ntrC		COG2204	DNA-binding transcriptional regulator NtrC
MPKLEMIK_01284	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
MPKLEMIK_01285	CDS	507	yihI		COG3078	Der GTPase-activating protein YihI
MPKLEMIK_01286	CDS	633	engB		COG0218	putative GTP-binding protein EngB
MPKLEMIK_01287	CDS	2793	polA	2.7.7.7	COG0258	DNA polymerase I
MPKLEMIK_01288	CDS	900	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
MPKLEMIK_01289	CDS	624	dsbA_1		COG0526	Thiol:disulfide interchange protein DsbA
MPKLEMIK_01290	CDS	987	srkA_1	2.7.11.1	COG2334	Stress response kinase A
MPKLEMIK_01291	CDS	270	yihD		COG3084	Protein YihD
MPKLEMIK_01292	CDS	582	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
MPKLEMIK_01293	CDS	507	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
MPKLEMIK_01294	rRNA	111				5S ribosomal RNA
MPKLEMIK_01295	CDS	318				hypothetical protein
MPKLEMIK_01296	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
MPKLEMIK_01297	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
MPKLEMIK_01298	CDS	1068				hypothetical protein
MPKLEMIK_01299	CDS	1395	dosC	2.7.7.65		Diguanylate cyclase DosC
MPKLEMIK_01300	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
MPKLEMIK_01301	CDS	330	qacC			Quaternary ammonium compound-resistance protein QacC
MPKLEMIK_01302	CDS	414	mdtJ_1			Spermidine export protein MdtJ
MPKLEMIK_01303	CDS	669				hypothetical protein
MPKLEMIK_01304	CDS	621	pduL_2	2.3.1.222	COG4869	Phosphate propanoyltransferase
MPKLEMIK_01305	CDS	399				hypothetical protein
MPKLEMIK_01306	CDS	948	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
MPKLEMIK_01307	CDS	3387	cutC_2	4.3.99.4		Choline trimethylamine-lyase
MPKLEMIK_01308	CDS	1140	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
MPKLEMIK_01309	CDS	258	ccmL_2			Carbon dioxide concentrating mechanism protein CcmL
MPKLEMIK_01310	CDS	1602	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
MPKLEMIK_01311	CDS	279	pduA_3		COG4577	Propanediol utilization protein PduA
MPKLEMIK_01312	CDS	285	pduA_4		COG4577	Propanediol utilization protein PduA
MPKLEMIK_01313	CDS	279	pduA_5		COG4577	Propanediol utilization protein PduA
MPKLEMIK_01314	CDS	519				hypothetical protein
MPKLEMIK_01315	CDS	804				hypothetical protein
MPKLEMIK_01316	CDS	585	betI_2			HTH-type transcriptional regulator BetI
MPKLEMIK_01317	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
MPKLEMIK_01318	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
MPKLEMIK_01319	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
MPKLEMIK_01320	CDS	1851	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
MPKLEMIK_01321	CDS	1413	norG_1		COG1167	HTH-type transcriptional regulator NorG
MPKLEMIK_01322	CDS	165				hypothetical protein
MPKLEMIK_01323	CDS	465	slyA_2			Transcriptional regulator SlyA
MPKLEMIK_01324	CDS	1068	yibH_1		COG1566	Inner membrane protein YibH
MPKLEMIK_01325	CDS	1065				hypothetical protein
MPKLEMIK_01326	CDS	255				hypothetical protein
MPKLEMIK_01327	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
MPKLEMIK_01328	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
MPKLEMIK_01329	CDS	240				hypothetical protein
MPKLEMIK_01330	CDS	1242	mdtM_1			Multidrug resistance protein MdtM
MPKLEMIK_01331	CDS	1293				hypothetical protein
MPKLEMIK_01332	CDS	663	rhtC_1		COG1280	Threonine efflux protein
MPKLEMIK_01333	CDS	816	rhaS_11			HTH-type transcriptional activator RhaS
MPKLEMIK_01334	CDS	903				ISNCY family transposase ISRor2
MPKLEMIK_01335	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
MPKLEMIK_01336	CDS	546				hypothetical protein
MPKLEMIK_01337	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
MPKLEMIK_01338	CDS	204				hypothetical protein
MPKLEMIK_01339	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
MPKLEMIK_01340	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
MPKLEMIK_01341	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
MPKLEMIK_01342	CDS	891	rhaR_2			HTH-type transcriptional activator RhaR
MPKLEMIK_01343	CDS	1359	ttuB_2			Putative tartrate transporter
MPKLEMIK_01344	CDS	798	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
MPKLEMIK_01345	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
